fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
464,Jason McLean,6,4,0,0,"5' 5""",145 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:21:39.059428
465,Brian McLaughlin,6,2,0,0,"5' 9""",155 lbs.,nan,,"May 12, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:21:41.363535
466,Cody McKenzie,14,4,0,0,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",1.74,34%,2.50,67%,2.50,25%,14%,2.5,2017-12-09 13:21:44.563721
761,Steve Kozola,8,0,0,0,nan,155 lbs.,nan,,nan,3.90,39%,4.36,50%,2.34,100%,100%,0.0,2017-12-09 13:33:34.618599
467,Tim McKenzie,13,8,0,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",1.37,54%,2.96,44%,0.00,0%,28%,2.1,2017-12-09 13:21:45.795457
468,AJ McKee,8,0,0,0,"5' 10""",145 lbs.,nan,,nan,2.75,32%,0.92,80%,11.01,100%,100%,11.0,2017-12-09 13:21:48.049193
469,Antonio McKee,26,5,2,0,"5' 8""",155 lbs.,nan,Southpaw,"Mar 12, 1970",1.37,45%,0.74,74%,1.47,33%,57%,0.0,2017-12-09 13:21:50.920516
470,Greg McIntyre,6,4,0,0,"5' 10""",155 lbs.,nan,Orthodox,"Apr 21, 1980",0.79,30%,1.36,41%,5.09,50%,0%,0.0,2017-12-09 13:21:53.169225
471,Conor McGregor,21,3,0,0,"5' 9""",170 lbs.,"74""",Southpaw,"Jul 14, 1988",5.82,47%,4.55,57%,0.92,62%,73%,0.0,2017-12-09 13:21:56.089545
472,Jack McGlaughlin,1,4,0,0,nan,nan,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:21:58.295562
473,Ryan McGivern,13,7,0,0,"6' 0""",185 lbs.,nan,Orthodox,"Jan 17, 1980",2.22,29%,2.22,57%,0.00,0%,0%,0.0,2017-12-09 13:22:01.157268
474,Ryan McGillivray,11,5,1,0,"5' 11""",170 lbs.,nan,,"Sep 27, 1986",1.27,20%,2.20,52%,0.00,0%,44%,0.0,2017-12-09 13:22:03.612216
475,Kelly Velasco,2,1,0,0,"5' 9""",135 lbs.,nan,Orthodox,"May 21, 1995",2.27,35%,5.67,47%,0.00,0%,100%,0.0,2017-12-09 13:22:05.866829
476,Court McGee,19,7,0,0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",4.83,35%,3.57,63%,1.98,24%,60%,0.5,2017-12-09 13:22:08.407985
477,Gan McGee,13,5,0,0,"6' 10""",265 lbs.,nan,Orthodox,"Nov 20, 1976",2.20,29%,2.31,59%,0.65,25%,83%,0.0,2017-12-09 13:22:11.032074
478,Liam McGeary,12,2,0,0,"6' 6""",205 lbs.,nan,,"Oct 04, 1982",1.28,48%,1.92,50%,0.51,100%,0%,2.5,2017-12-09 13:22:13.646536
479,Drew McFedries,10,6,0,0,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",5.13,51%,4.56,52%,1.42,100%,56%,0.7,2017-12-09 13:22:16.251136
480,Justin McElfresh,6,4,0,0,"6' 6""",205 lbs.,nan,Orthodox,"Jan 04, 1980",4.59,26%,12.79,41%,0.00,0%,0%,0.0,2017-12-09 13:22:19.385073
481,Miles McDonald,2,1,0,0,"5' 7""",115 lbs.,nan,,"Aug 13, 1991",5.10,45%,4.00,43%,0.00,0%,100%,1.0,2017-12-09 13:22:21.638526
482,Josh McDonald,8,4,0,1,nan,185 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:22:25.527515
483,Michael McDonald,17,4,0,0,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",2.69,42%,2.76,57%,1.09,66%,52%,1.4,2017-12-09 13:22:27.990019
484,Scott McDonald,1,0,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:22:29.832997
485,Michael McDonald,1,1,0,0,"5' 11""",205 lbs.,nan,Orthodox,"Feb 06, 1965",0.00,0%,0.40,50%,0.00,0%,0%,0.0,2017-12-09 13:22:31.671276
486,Bubba McDaniel,21,8,0,0,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",1.64,44%,1.98,56%,0.93,50%,50%,1.4,2017-12-09 13:22:33.105792
487,Justin McCully,10,5,2,0,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",1.58,37%,2.02,46%,1.28,44%,43%,0.0,2017-12-09 13:22:34.745618
488,Rob McCullough,19,8,0,0,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",2.47,36%,2.84,59%,0.46,100%,68%,0.0,2017-12-09 13:22:38.433786
489,Tamdan McCrory,14,5,0,0,"6' 4""",185 lbs.,"78""",Switch,"Nov 05, 1986",2.07,49%,1.60,46%,2.28,50%,33%,2.5,2017-12-09 13:22:39.663749
490,Kris McCray,6,3,0,0,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",2.69,45%,2.57,54%,2.88,55%,38%,0.0,2017-12-09 13:22:42.115909
491,Sean McCorkle,13,2,0,0,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",0.85,44%,2.48,52%,2.12,40%,33%,4.2,2017-12-09 13:22:44.98288
492,Charles McCarthy,10,5,0,0,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",0.18,12%,4.03,56%,2.67,60%,0%,2.7,2017-12-09 13:22:46.825968
493,Ian McCall,13,5,1,0,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",3.59,39%,3.25,67%,2.08,30%,88%,0.0,2017-12-09 13:22:49.08341
494,Michael McBride,8,3,0,0,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 09, 1986",4.08,48%,5.85,40%,1.85,42%,30%,1.2,2017-12-09 13:22:51.741426
495,Bobby McAndrews,1,3,0,0,nan,nan,nan,Orthodox,nan,2.56,83%,1.03,50%,0.00,0%,33%,7.7,2017-12-09 13:22:54.813753
496,Scott McAfee,10,4,0,0,"5' 8""",155 lbs.,nan,Orthodox,"Aug 23, 1983",0.00,0%,1.33,50%,0.00,0%,0%,0.0,2017-12-09 13:22:57.889147
497,Gina Mazany,5,1,0,0,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988",2.34,56%,1.79,55%,4.62,71%,25%,0.0,2017-12-09 13:23:00.551583
498,Brooke Mayo,0,1,0,0,"5' 7""",125 lbs.,nan,,nan,1.92,34%,3.20,63%,3.20,60%,0%,2.1,2017-12-09 13:23:03.20871
499,Gray Maynard,14,7,1,1,"5' 9""",145 lbs.,"70""",Orthodox,"May 09, 1979",1.91,32%,2.41,68%,2.99,47%,83%,0.7,2017-12-09 13:23:05.266413
500,Don'Tale Mayes,3,1,0,0,"6' 6""",260 lbs.,"82""",Orthodox,"Jan 16, 1992",1.20,30%,3.17,37%,0.00,0%,66%,0.0,2017-12-09 13:23:07.306292
501,Jack May,7,2,0,0,"6' 8""",255 lbs.,"79""",Switch,"Apr 14, 1981",1.52,38%,3.29,33%,0.91,33%,20%,0.0,2017-12-09 13:23:08.961364
502,Jeremy May,9,8,0,1,"6' 1""",185 lbs.,nan,,"Oct 23, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:23:11.809956
503,Elaina Maxwell,6,4,0,0,"5' 8""",145 lbs.,nan,Orthodox,"Dec 16, 1978",2.07,60%,2.40,53%,0.00,0%,50%,1.0,2017-12-09 13:23:14.678717
504,Vladimir Matyushenko,26,7,0,0,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",1.90,44%,1.62,59%,3.25,46%,70%,0.1,2017-12-09 13:23:17.797016
505,Francesco Maturi,0,1,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:23:19.593566
506,John Matua,1,4,0,0,"6' 2""",400 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:23:22.460625
507,Claudio Mattos,5,4,0,0,nan,185 lbs.,nan,Orthodox,nan,0.00,0%,3.53,0%,0.00,0%,0%,0.0,2017-12-09 13:23:25.127096
508,Jake Matthews,12,3,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",2.80,47%,2.02,51%,2.50,38%,61%,0.7,2017-12-09 13:23:28.046724
509,AJ Matthews,6,1,0,0,"5' 11""",185 lbs.,nan,,nan,5.11,52%,4.96,51%,0.00,0%,100%,0.0,2017-12-09 13:23:30.243544
510,Naoki Matsushita,12,15,11,0,"5' 6""",155 lbs.,nan,Orthodox,nan,3.30,32%,2.20,63%,1.50,100%,0%,0.0,2017-12-09 13:23:32.826315
511,Koichiro Matsumoto,15,3,1,0,"5' 7""",145 lbs.,nan,,"Mar 07, 1986",1.90,26%,3.50,31%,0.00,0%,0%,0.0,2017-12-09 13:23:34.95621
512,Daijiro Matsui,12,24,5,0,"5' 9""",200 lbs.,nan,Orthodox,"Dec 05, 1972",0.84,45%,1.69,55%,1.83,30%,43%,0.4,2017-12-09 13:23:37.82931
513,Tateki Matsuda,10,7,0,0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 27, 1986",3.20,34%,3.43,69%,0.00,0%,16%,0.0,2017-12-09 13:23:39.625618
514,Jorge Masvidal,32,13,0,0,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",4.15,46%,2.96,67%,1.73,58%,78%,0.4,2017-12-09 13:23:42.748403
515,Tiffany Masters,2,1,0,0,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",3.53,62%,2.58,50%,3.06,60%,0%,0.0,2017-12-09 13:23:45.399304
516,Jameel Massouh,26,9,0,0,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",1.91,54%,2.62,55%,0.67,15%,50%,0.7,2017-12-09 13:23:48.267934
517,Mike Massenzio,13,6,0,0,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",2.08,45%,3.59,54%,2.74,24%,50%,1.4,2017-12-09 13:23:50.314323
518,Shoji Maruyama,10,7,1,0,"5' 7""",139 lbs.,nan,Orthodox,"Apr 24, 1983",1.40,63%,0.27,55%,0.00,0%,54%,0.0,2017-12-09 13:23:52.977104
519,Bristol Marunde,12,9,0,0,"6' 1""",170 lbs.,"71""",Orthodox,"Apr 20, 1982",1.42,21%,4.40,47%,1.60,33%,14%,0.0,2017-12-09 13:23:55.229942
520,Max Martyniouk,1,1,0,0,nan,155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:23:58.098546
521,Lucas Martins,16,3,0,0,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",2.87,35%,4.14,60%,0.00,0%,76%,0.5,2017-12-09 13:24:00.556672
522,Adriano Martins,28,9,0,0,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",1.80,38%,2.14,65%,0.83,80%,81%,0.4,2017-12-09 13:24:02.803504
523,Wagner da Conceicao Martins,8,7,0,1,"6' 7""",390 lbs.,nan,Orthodox,"May 19, 1978",1.91,37%,5.43,42%,2.20,100%,100%,0.0,2017-12-09 13:24:05.677455
524,Henry Martinez,9,3,0,0,"5' 7""",155 lbs.,"68""",Southpaw,"Aug 07, 1983",2.79,25%,4.01,60%,0.00,0%,80%,0.0,2017-12-09 13:24:06.90742
525,Alonzo Martinez,35,16,1,0,"5' 10""",155 lbs.,nan,,"Apr 22, 1984",3.07,27%,7.33,52%,0.00,0%,0%,0.0,2017-12-09 13:24:08.612796
526,Danny Martinez,18,7,0,0,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",2.73,28%,3.77,63%,3.00,45%,36%,0.0,2017-12-09 13:24:11.295217
527,Rainy Martinez,0,2,0,0,"6' 0""",199 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:13.661973
528,Tony Martin,12,4,0,0,"6' 0""",155 lbs.,"73""",Orthodox,"Dec 11, 1989",2.61,40%,3.16,55%,1.28,25%,50%,1.1,2017-12-09 13:24:16.325992
529,Joe Martin,6,8,0,0,"5' 9""",170 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:18.986618
530,Dave Martin,0,2,0,0,"6' 0""",205 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:21.88915
531,Justin Martin,4,3,0,0,"6' 0""",185 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:24.311974
532,Eric Martin,0,1,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:27.387187
533,Terry Martin,22,9,0,0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.68,41%,3.26,53%,3.01,40%,92%,0.0,2017-12-09 13:24:29.449395
534,Jack Marshman,22,7,0,0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",3.49,33%,4.42,57%,0.00,0%,16%,0.0,2017-12-09 13:24:31.890035
535,David Marshall,8,3,0,0,"6' 2""",170 lbs.,nan,,"Aug 24, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:34.140659
536,Doug Marshall,13,5,0,0,"5' 10""",205 lbs.,nan,Orthodox,"Sep 09, 1975",7.97,51%,6.29,61%,0.00,0%,0%,6.3,2017-12-09 13:24:36.44009
537,Eliot Marshall,10,4,0,0,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",1.93,27%,2.39,67%,0.47,33%,79%,0.9,2017-12-09 13:24:37.831531
538,CJ Marsh,5,1,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:39.781122
539,John Marsh,8,7,0,0,"6' 0""",265 lbs.,nan,Orthodox,"Sep 15, 1970",0.83,42%,2.23,40%,0.43,100%,54%,0.4,2017-12-09 13:24:42.745431
540,Cesar Marscucci,2,2,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:24:45.200221
541,Carmelo Marrero,14,5,0,1,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",0.84,34%,2.04,54%,3.21,36%,36%,0.9,2017-12-09 13:24:48.058962
542,Julian Marquez,6,1,0,0,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990",4.77,51%,2.32,58%,0.00,0%,85%,2.0,2017-12-09 13:24:50.520919
543,Nate Marquardt,38,19,2,0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8,2017-12-09 13:24:54.065014
544,Christina Marks,8,9,0,0,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",5.00,58%,3.00,64%,7.50,100%,0%,0.0,2017-12-09 13:24:56.261019
545,Randa Markos,7,6,0,0,"5' 4""",115 lbs.,"63""",,"Aug 10, 1985",3.07,39%,3.47,63%,1.59,30%,54%,0.3,2017-12-09 13:24:59.331593
546,Rory Markham,16,6,0,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",1.98,21%,10.27,45%,0.00,0%,0%,0.0,2017-12-09 13:25:00.765061
547,Ronny Markes,14,3,0,0,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",2.17,53%,2.43,45%,3.13,40%,100%,0.5,2017-12-09 13:25:03.220576
548,Enrique Marin,9,4,0,0,"5' 10""",170 lbs.,"74""",,"Sep 02, 1986",1.43,33%,3.00,50%,2.50,38%,60%,1.0,2017-12-09 13:25:05.886383
549,Jose Maria,33,5,0,2,"5' 5""",125 lbs.,nan,Orthodox,"Jan 04, 1982",3.20,53%,3.98,52%,2.32,27%,33%,2.3,2017-12-09 13:25:09.068349
550,Cristiano Marcello,13,6,0,0,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",2.56,33%,3.61,58%,0.44,11%,20%,0.9,2017-12-09 13:25:12.035596
551,Jimi Manuwa,17,3,0,0,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",3.55,58%,3.09,49%,0.72,25%,68%,0.5,2017-12-09 13:25:14.491628
552,Chris Manuel,8,3,2,0,"5' 9""",135 lbs.,nan,Orthodox,"Jul 21, 1987",2.53,40%,2.67,66%,1.00,20%,100%,0.0,2017-12-09 13:25:16.943682
553,Steve Mann,12,5,0,0,"6' 1""",170 lbs.,nan,,nan,3.18,70%,0.66,57%,1.64,100%,60%,0.0,2017-12-09 13:25:19.400842
554,Jon Manley,7,3,0,0,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 07, 1986",1.13,20%,4.33,45%,1.00,7%,20%,0.0,2017-12-09 13:25:21.450733
555,Melchor Manibusan,2,4,0,0,"5' 5""",154 lbs.,nan,Southpaw,"Dec 27, 1976",1.58,54%,5.79,15%,0.00,0%,0%,0.0,2017-12-09 13:25:23.908793
556,Melvin Manhoef,25,9,1,1,"5' 9""",185 lbs.,nan,Orthodox,"May 11, 1976",3.52,48%,2.64,51%,0.33,25%,78%,0.0,2017-12-09 13:25:26.169167
557,Michael Mangan,0,3,0,0,nan,155 lbs.,nan,,nan,1.94,33%,4.52,46%,19.35,50%,100%,0.0,2017-12-09 13:25:28.848228
558,Troy Mandaloniz,3,2,0,0,"5' 9""",170 lbs.,nan,Orthodox,"Feb 01, 1980",3.52,56%,4.71,63%,3.10,66%,57%,0.0,2017-12-09 13:25:30.461395
559,Mike Malott,5,1,1,0,"6' 0""",145 lbs.,nan,,nan,4.53,36%,4.53,51%,2.00,33%,0%,0.0,2017-12-09 13:25:32.306624
560,Carl Malenko,6,4,0,0,"5' 11""",200 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:25:34.356051
561,Nazareno Malegarie,28,5,0,0,"5' 8""",155 lbs.,"70""",,"May 16, 1986",3.87,34%,3.27,69%,1.00,33%,0%,0.0,2017-12-09 13:25:36.198319
562,Marvin Maldonado,2,4,0,1,"5' 6""",135 lbs.,nan,,nan,0.87,56%,3.47,43%,0.00,0%,20%,0.0,2017-12-09 13:25:39.061556
563,Fabio Maldonado,22,9,0,0,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",5.29,58%,4.31,53%,0.44,57%,61%,0.6,2017-12-09 13:25:41.527543
564,Jeremy Malaterre,4,2,0,0,"5' 11""",155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:25:44.389996
565,Zach Makovsky,19,8,0,0,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",1.94,43%,2.24,62%,3.71,30%,56%,0.3,2017-12-09 13:25:46.647996
566,Aliev Makhmud,0,1,0,0,"5' 6""",195 lbs.,nan,Southpaw,"Feb 13, 1970",1.12,30%,2.24,36%,2.10,50%,0%,0.0,2017-12-09 13:25:49.311694
567,Islam Makhachev,14,1,0,0,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",2.31,64%,0.71,66%,4.57,85%,100%,1.1,2017-12-09 13:25:52.174855
568,John Makdessi,14,6,0,0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.39,51%,3.95,71%,0.00,0%,87%,0.0,2017-12-09 13:25:54.885287
569,Levan Makashvili,10,2,1,0,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",2.87,54%,2.07,61%,3.67,42%,85%,0.0,2017-12-09 13:25:56.062423
570,Demian Maia,25,8,0,0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",1.83,43%,1.90,63%,2.68,26%,65%,1.1,2017-12-09 13:25:58.392914
571,Klayton Mai,8,3,0,0,"5' 9""",125 lbs.,nan,,"Nov 30, 1986",1.53,42%,1.02,63%,3.83,100%,0%,7.7,2017-12-09 13:25:59.552331
572,Bill Mahood,20,7,1,1,"6' 3""",200 lbs.,nan,Orthodox,"Feb 01, 1967",1.54,85%,3.59,17%,0.00,0%,0%,3.9,2017-12-09 13:26:01.79997
573,Michelle Maher,1,2,0,0,nan,145 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:26:04.254079
574,Lolohea Mahe,5,2,1,0,nan,nan,nan,,nan,1.71,29%,6.92,40%,2.44,40%,0%,0.0,2017-12-09 13:26:05.899434
575,John Maguire,18,6,0,0,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",1.41,41%,2.44,65%,2.80,46%,77%,1.1,2017-12-09 13:26:09.356663
576,Zabit Magomedsharipov,14,1,0,0,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",3.31,58%,1.76,57%,7.54,66%,71%,1.9,2017-12-09 13:26:11.012827
577,Ruslan Magomedov,14,1,0,0,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",4.02,47%,1.47,66%,0.33,100%,88%,0.0,2017-12-09 13:26:12.655599
578,Rashid Magomedov,20,2,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",4.40,49%,3.05,54%,0.67,57%,89%,0.2,2017-12-09 13:26:15.315218
579,Ibragim Magomedov,22,7,1,0,"6' 0""",250 lbs.,nan,Orthodox,nan,0.26,4%,3.86,42%,0.00,0%,0%,0.0,2017-12-09 13:26:17.158366
580,Neil Magny,19,7,0,0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.97,49%,2.02,55%,2.66,46%,59%,0.4,2017-12-09 13:26:18.596521
581,Angela Magana,11,9,0,0,"5' 1""",115 lbs.,"65""",,"Aug 02, 1983",1.53,28%,4.92,42%,0.40,25%,28%,0.4,2017-12-09 13:26:20.44434
582,Brandon Magana,6,2,0,0,nan,170 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:26:23.403392
583,Eric Magana,1,1,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:26:25.145786
584,Bernardo Magalhaes,11,3,0,0,"5' 9""",155 lbs.,"65""",Orthodox,"Apr 08, 1981",1.80,27%,3.37,68%,0.00,0%,0%,0.5,2017-12-09 13:26:27.603325
585,Caio Magalhaes,9,3,0,0,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",2.27,40%,2.78,56%,1.05,15%,58%,1.6,2017-12-09 13:26:30.678484
586,Vinicius Magalhaes,2,1,0,0,nan,145 lbs.,nan,,"Jul 30, 1971",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:26:32.407774
587,Vinny Magalhaes,11,7,0,1,"6' 3""",205 lbs.,"79""",Orthodox,"Jul 02, 1984",2.14,24%,3.97,68%,1.55,44%,66%,0.8,2017-12-09 13:26:33.858004
588,Leonardo Mafra,12,3,0,0,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",4.55,48%,4.38,43%,2.12,83%,69%,0.4,2017-12-09 13:26:36.250999
589,Yoshiro Maeda,28,12,2,0,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981",2.36,33%,2.55,63%,2.93,51%,50%,0.7,2017-12-09 13:26:39.07639
590,Jon Madsen,7,1,0,0,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",2.46,41%,1.18,81%,1.32,71%,70%,0.0,2017-12-09 13:26:40.915344
591,Ryan Madigan,5,3,0,0,"6' 0""",170 lbs.,nan,Orthodox,nan,0.00,0%,3.35,47%,0.00,0%,0%,0.0,2017-12-09 13:26:44.19005
592,Reza Madadi,14,6,0,0,"5' 11""",155 lbs.,"72""",Orthodox,"Jun 20, 1978",2.51,46%,3.31,66%,3.17,33%,89%,0.5,2017-12-09 13:26:46.038689
593,Anthony Macias,26,16,0,0,"5' 9""",185 lbs.,nan,Switch,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:26:48.494676
594,Jon Koppenhaver,11,4,0,0,"5' 11""",170 lbs.,nan,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,1.16,50%,40%,0.0,2017-12-09 13:26:50.542708
595,Lyoto Machida,22,8,0,0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2.62,53%,1.61,61%,1.32,65%,75%,0.4,2017-12-09 13:26:53.878235
596,Ilima Macfarlane,6,0,0,0,"5' 4""",125 lbs.,nan,,nan,4.13,43%,2.93,65%,0.00,0%,50%,1.0,2017-12-09 13:26:56.070092
597,Clayton MacFarlane,4,1,0,0,nan,170 lbs.,nan,,nan,1.33,52%,1.82,55%,1.05,33%,37%,0.0,2017-12-09 13:26:58.118864
598,Veronica Macedo,5,1,1,0,"5' 4""",135 lbs.,"64""",Southpaw,"Oct 30, 1995",1.80,56%,5.72,36%,0.00,0%,60%,0.0,2017-12-09 13:27:00.835884
599,Rory MacDonald,18,4,0,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",3.75,42%,2.80,62%,1.77,47%,88%,0.4,2017-12-09 13:27:03.089641
600,Rob MacDonald,5,4,0,0,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",1.80,50%,2.04,46%,7.19,80%,80%,5.4,2017-12-09 13:27:05.288324
601,Jason MacDonald,26,16,0,0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",1.55,52%,2.70,46%,1.43,16%,35%,2.0,2017-12-09 13:27:08.418151
602,William Patolino,8,3,0,0,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,54%,3.96,65%,1.85,45%,78%,0.0,2017-12-09 13:27:10.816428
603,Adam Lynn,17,8,0,1,"5' 10""",155 lbs.,nan,Orthodox,nan,1.47,63%,6.95,10%,0.00,0%,50%,0.0,2017-12-09 13:27:12.661056
604,Stevie Lynch,5,2,0,0,"5' 10""",170 lbs.,nan,Orthodox,nan,2.47,25%,7.06,41%,0.00,0%,0%,0.0,2017-12-09 13:27:15.580054
605,Travis Lutter,10,6,0,0,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7,2017-12-09 13:27:18.368513
606,Thaddeus Luster,0,1,0,0,"6' 3""",210 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:27:21.259274
607,Vicente Luque,12,6,1,0,"5' 11""",170 lbs.,"75""",,"Nov 27, 1991",3.24,50%,2.67,57%,1.71,50%,60%,1.1,2017-12-09 13:27:23.516711
608,Alexandru Lungu,8,2,0,0,"6' 0""",385 lbs.,nan,Orthodox,"Sep 03, 1974",3.61,66%,7.22,40%,0.00,0%,0%,0.0,2017-12-09 13:27:26.380744
609,Mike Lullo,8,3,0,0,"5' 8""",145 lbs.,nan,Orthodox,"Jul 24, 1979",2.48,36%,4.84,40%,1.18,11%,0%,0.6,2017-12-09 13:27:28.63638
610,Duane Ludwig,29,14,0,0,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.61,44%,3.04,57%,0.43,25%,59%,0.1,2017-12-09 13:27:31.718253
611,Cleber Luciano,14,6,0,0,"5' 6""",155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 13:27:33.960021
612,Matt Lucas,14,2,0,0,"6' 1""",205 lbs.,nan,,nan,1.27,48%,3.93,40%,1.00,10%,0%,0.0,2017-12-09 13:27:36.212556
